45297,76954,59589,54977,55283,56049,44008,75458,58730,54980,55809.9,56679,41241,73858,59645,54914,57274,56729,37518,71424,62364,56214,56214,56556,36381,72051,62623,56018,55573,57008,38654,74976,60899,53779,55686,57406,40624,74995,62241,52912,55551,57989,43317,73224,64470,53896,53852,58253,46737,72033,66255,52179,52917,58172,49628,71336,65891,48671,53501,58190,52071,70128,63335,46821,53536,58994,54689,70199,59284,47241,54346,59832,55933,70253,56412,48309,54853,60171,56918,69140,56623.8,50567,54824,60081,57926,66859,54300,51381,55182,59931,58598,66162,54906.7,51963,55970,59610,59208,62066.9,52753,53107,56372,59191,59848,64044,53292,53563,56093,58546,59701,62323,54433,54972,55658,57838,59358,62243,55037,55547,54913,57644,59141,63993,55057,55564,54356,57394,57877,65509,54216,57252,54998,56005,54510,66521,53237,58444,56362,54802,50919,68360,55427,58171,57802,55514,48698,69784,58023,56783,56659.4,57286,48462,70627,57921,57286,57213,57212,49061,71997,58060,57073,57079,57244,54049,66546,54345,59231,59195,56023,58968,60873,52095,59277,60685,55385,60090,60538,51728,59450,61138,55231,57156,64393,52634,61017,60349,55362,51854,71794,55328,60972,58422,56206
56648,60241,57908,62012,52999.7,56685,56599,61099,58207,62275,55953,56667,55562,61326,62648.9,62481,56071,56711,54180,61285,58805,62634,56235,56755,52807,60999,59082,62737,56419,56801,51584,60579,59337,62854,58594.6,56828,50586,60113,59589,62950,56676,56840,49758,59707,59867,62961,56775,56829,49100,59352,60097,62941,56838,56843,48604,59067,60272,62882,56895,56875,48206,58873,60379,62810,56946,56897,47880,58653,60473,62718,56988,56922,47631,58483,60530,62657,57001,56932,47516,58296,60557,62578,56994,56943,47541,58217,60541,62488,56955,56961,47655,58208,64234.1,62414,56900,56996,47847,70436.8,60385,62333,56828,57021,48131,58349,60289,62271,56728,57049,48509,58516,60165,62210,56612,57071,48940,58713,59986,60828.9,56509,57093,49426,58984,59772,62091,56410,57111,49934,59316,59550,62007,56314,57124,53442.4,59708,59335,61936,56211,57134,51056,60133,59119,61858,56119,57141,51679,60592,58897,61779,56036,57133,52410,58799.5,58652,61706,55959,57108,53233,61501,58394,61656,55855,57083,54060,61917,58225,59785.9,55771,57027,54794,62353,58114,61613,55649,56975,55306,62615,58120,61641,54914.4,56928,55439,62676,58218,61659,55534,56896,55385,62327,58210,61636,55456,56868
61517.8,64164,49760,55856,57273,56718,59906,65261,50292,56583,57668,56685,58795,66327,50865,57027,57873,56720,53115.4,67062,51259,62265.3,57861,56785,55626,67128,51869,56766,57878,56757,54123,67247,52389,56431,57689,56827,53049,67298,53237,56376,57588,56919,52099,67127,53648,56231,57711,57080,51205,66589,53734,56295,57792,57339,50199,66236,53907,56370,58003,57600,49220,66344,54258,56371,58142,57553,48336,66549,54681,56366,58166,57316,47618,64623.8,54912,56231,58317,57078,47320,67643,55323,56397,58323,56814,46325,69752,55470,56475,58661,56439,45528,70992,55747,56636,58899,56310,44442,71591,56346,56702,59206,56230,43367,71265,56959,57220,59210,56442,42171,70474,58158,58331,58989,56931,41626,70453,58780,59380.6,58980,57360,41427,70222,59144,59725,59020,57780,41195,70130,59708,60097,58806,57103.7,41909,69543,59855,59667,58919,57941,41549,70205,60210,59493,58710,58167,41998,69673,60279,59512,59016,58060,42425,70619,60301,58912,59070,58025,43256,71322,60085,58724,58984,57780,43334,71775,60211,58859,59045,57832,43541,72592,60168,58921,58731,57989,43725,72421,59999,59125,58892,58387,43645,72710,60228,59531,58803,58298,43780,71318,60334,59593,58649,58132
58013,74173,57525,51254,57218,59549,57384,78366,57596,51169,55962,57829,57111,78346,55106,52943,56082,56702,56373,77561,53221,53491,56411,56451,54732,76427,53134,54962.8,57117,56861,52027,75704,54623,55209,57459,56821,49050,73238,57564,57429,56668,56635,48370,71625,58082,58050,57416,56673,49860,71524,57538,57568,56250,56397,50524,71688,58014,56347,56145,56280,50531,73960,58832,54844,56079,56366,48656,77240,62089,55471,55636,56367,47826,77842,62931,56638,56379,56048,50138,77474,62933,54573,55318,56379,49930,79645,64105,52490,53950,57217,50864,78912,65596,51183,52329,57348,52174,77489,66090,50607,51503,58181,55032,77019,62320,50088,52640,56343,55916,77444,61970,48162,51237,57095,58020,75319,58823,47894,52271,57839,59480,75299,57018,47301,52763,57591,60794,74217,56172,47218,53691,56629,63128,71119,53809,48201,55827,56468,64762,71400,51750,47554,57679,56046,65820,72552,50744,48133,58434,55025,67650,73208,49936,48964,58496,53940,69170,73237,48535,48007,58733,53137,70574,74709,51269.4,47067,59951,52823,70817,75077,45657,46773,60549,52694,70194,74405,45625,48114,61079,52959,68937,78116,44617,47560,61914,53402,68574,79375,43417,47557,61064,53716
62763,61228,53874,59683,57963,58357.2,65083,62281,53882,54216.3,57867,58209,65973,64282,53672,55112,57569,58112,66263,66020,53084,53443,56966.3,58470,65889,67690,52231,52908,55379,59007,64993,69008,51565,52730,54748,59535,63580,69799,50825,52208,54254,60440,62644,68225,50322,50861,54253,60994,62560,67816,49938,50660,53990,61308,62719,67161,50011,50230,54101,61458,62504,66938,50045,49538,54445,61500,62185,66755,50302,48697,55007,61379,61752,67440,50275,48567,54880,61479,61277,68000,50289,44603.9,54706,61425,61587,66962,48788.3,47744,55011,61026,61139,68891,50153,48069,54312,61394,61947,66707,51054,47277,54798,60870,61711,68779,50208,47672,54270,61122,62847,67019,50680,47084,54742,60665,63237,68454,49900,46837,54544,60892,64489,67710,49829,46396,54637,60719,64907,68832,49462,46182,55008,60685,65130,70139,49087,46335,55006,60761,65376,71163,48606,46556,54969,60985,65555,72489,47976,46951,54531,61178,66111,73245,47680,47470,54408,61335,67155,72671,48160,47446,54332,61262.9,68095,71051,49536,46936,54639,60921,68256,69759,51464,46259,54657,61047,67930,68897,53229,45914,54703,61058,67154,69146,52857,46163,55539,60906,66373,69438,52070,46866,56629,59936
55865,46941.7,54370,54990,53465,56900,49747,38362,56917,55598,55811,56907,63482,44728,56104,49698,53778,56649,61437,46937,58704,56416,54290,56971,60340,42354,56230,58307,58038.7,58130.5,61499,48197,56623,57326,56862,57263,62949,48828,54480,55237,55761,56600,64975,46457,52407,51222,54443,56267,65524,48325,56169,50647,57920.8,57206,63891,49699,53775,50610,54938,56322,60483,72356.3,58452,52977,55794,55504,53406,56849,62080,57542.9,56931,53523,49103,38366,58988,55248,60009,56630,49185,32922,57242,53384,57964,55388,49858,30199,56777,54443,58836,56387,47783,35150,55678,51963,57641,55662,40757,23437,60390,52725,59793,55965,38817,20272,62058,48318,57437,55117,43012,21399,64995,49254,60513,55506,56620,32108,61935,47401,58774,54905,54973,41914,65788,52834,58104,55196,58692,57862,56674,57639,54096,56686,49100,62617,56934,57246,58122,56481,48951,63622,58237,55366,59045,57028,50327,60940,56851,51824.6,59730,56436,51733,63564.1,55965,59539,59424,56642,62722,59084,52013,55704,56063,55007,64776,54140,51174,57924,54275,55178,67428,51515,51993,55464.9,54322,54578,67858,54513,51715,59250,53068,54993,67032,54452,53836,58114,53406,54311,64078,52242,60019,58640,52249,54864
54618,35602,59275,52176,57086,59974.2,54946,34909,59781,52355,57956,56822,53455,33650,60954,55563.6,58626,56639,51874,33068,62835,52285.3,58562,55946.3,50630,32284.6,64337,52533,58621,55776,49390,30221,64726,52399,58990,55426,48098,27990,64335,51133,60020,55612,46729,31441.6,64503,50166,60614,55498,46477,24916,65019,50159,60270,55725.9,46952,24769,66708.7,51352,60966.1,54891,47926,26010,65431,52406,59503,54100,48712,25555,65531,53258,59250,53548,49792,25408,64847,52811,59610,54429,50708,24890,65281,56067.8,59533,55490,50812,23702,65422,52951,59179,56013,51069,24887,66577,53279,58130,56193.6,51301,26676,67371,53782,57738,55454,51573,27757,66034,53126,57406,55968,46578.8,28958,63836,51448,56359,56822,51884,31543,62029,50596,58427.7,57093,52142,33962,61979,51457,56448,57492,51899,35868,63391,54006,57677,58146,52894,41746,66302,56793,56823,56847.6,55011,47943,67080,57300,55532,57040,57225,51726,66433,56078,54487,57306,59537,51952,65170,54945,54008,57399,60471,49775,64690,54551,53589,57549,69789.2,48641,65680,55932,53945,57887,62021,47050,66040,56945,53920,57835,62517,47169,66744,56437,54921,57473,61574,46444,68165,56375,53985,57271,61234,47278,68601,55645,53960,55648.7
42631,51918,54828,62078,59056.9,60324,50402,41813,48515,57804,55907,59626,31721,38553,56602,60632,55721,58939,46705,35507,49829,61952,53089,57875,58584,36277,50794,57304,53353,56620,54852,20237,58853,57231,53155,56890,52071,29306,58994,58218,52413,57866,56567,68819,54241,59837,52561,54665,64616,65312,52047,60480,52111,54424,64933,62785,51329,58662,52908,53641,65419,61594,50249,56672,54554,54334,65225,61746,50292,54993,55265,54534,65608,59570,50205,54496,55866,54925,67148.9,58202,50665,54514,55505,55171,66258,59478,50168,53144,55738,55750,65605,62253,49533,52624,56494,55720,62816,66282,48342,53725,56690,56924.5,48124,57177,54252,55902,57512,56143,31318,35933,59034,56205,59898,58321,31790,28435,56266,56070,59241,57653,41998.9,28218,53408,55603,58682,57108,49737,33375,53343,54838,56433.4,56562,44791,35638,56801,53511,55592,55541,40352,52549,57816,60580,54923,56635,50564,59919.8,59227,63289,54271,56064,46511,62330,59567,63564,54716,56329.7,35087,60432,60351,62025,58224,57546,30727,54056,59932,60655,61453,58561,29838,49366,57613,59154,60791,57074,29447,46645,55697,56896,59444,57579,29310,43985,54914,57782.1,59845,56621,28601,44359,56117,56386,60006,56704
72385,62004,57336,52976,56253,55152,72376,63017,57602,53159,56278,55135,71347,63358,57922,53312,56357,55179,69963,63484,58175,53383,56523,55227,68603,63256,58451,53519,56636,55271,67338,63040,58716,53528,56812,55338,64036.1,62750,58938,53538,56935,55403,65464,62500,59190,53522,57040,53875.3,64733,62324,59436,53514,57175,55510,64146,62148,59658,53484,57254,55542,63640,62105,59828,53425,57297,55566,63240,62044,59867,53374,57323,55618,62896,62024,59963,53279,57334,55655,62672,62006,59979,53248,57308,55702,62615,62034,59947,53177,57283,55737,62597,62300,59786,53165,57182,55865,62680,62486,59632,53102,57088,55969,64184,62703,59466,53083,56950,56092,63159,62993,59273,53622.4,56820,56232,63491,63307,59026,55084.4,56690,56386,63888,63642,58772,52915,56536,56507,64317,64154,58479,52754,56424,56642,64758,64760,58240,52577,56262,56777,65245,65415,57993,52402,56120,56900,65774,66143,57817,52899,55956,57073,66391,66918,57622,52061,55897,57125,67087,67644,57426,51938,55697,57170,67780,68476,57226,51774,55597,57228,68372,69249,57176,51573,55486,57276,68717,69878,57181,51515,55410.7,57300,68698,70235,57228,51489,55427,57258,68414,68183.3,57244,51309,55362,57322
68180,68415,53124.8,54621,55420,56171,66802,70020,47636,55163,55138,56035,59891,67959,48578,54505,55331,55748,61285,65937,49018,54457,55794,57781,63214,68344,47883,54111,54338.2,57914,60819,68519,47632,53632,55886,57813,53068,67936,47681,52839,56096,57663,42399,58823,50633,52142,55117,55465,48046,69401,48262,55702,57789,59740,54416,74261,47562,54656,56522,59655,55783,75775,47621.6,52999,56545,59270,53466,74372,48635,51072,56588,59737,54263,72532,51024,50804,56772,60855,58266,69805,51592,50388,57124,58813,57446,74824,48794,50281,56429,59587,60945,73903,49267,49161,56896,58476,62180,74817,47824,49757,55766,58956,64504,74838,46824,50873,54317,59683,65903,74624,45876,51033,53571,59854,68117,72501,46611,53896,53884,59445,68531,74065,45733,51760,53020,59932,69014,75999,46037,51337.9,52795,59661,69325,76833,46047,50657,52759,59729,71325.3,77798,46883,50402,53055,59408,69495,79038,47300,50794,54312.7,59061,69540,80597,47682,51739,53370,58439,69940,78697,49393,50080,54479,57453,69122,81194,49576,50284,54580,57358,68029,78302,49863,50675,54393,56956,65431,75043,51846,53514,54271,56581.4,63686,69334,53283,56061,54395,56523,61533,62975,51777,54024.2,55351,56780
